,0
Sales_in_thousands,0.8007400952608391
four_year_resale_value,-0.4467466487865225
Price_in_thousands,-0.5781488178735001
Engine_size,-0.12151097300176986
Horsepower,-0.40065514024186855
Wheelbase,0.2664608057103193
Width,0.03745912788319801
Length,0.20523476442760624
Curb_weight,-0.05229290168792577
Fuel_capacity,-0.020449475305207007
Fuel_efficiency,0.13600401147062174
Power_perf_factor,-0.44771941614281474
Vehicle_type_Passenger,-0.2724759084533519
ln_Sales_in_thousands,1.0
